"Player","Pos","School","Ht","Wt","X40yd","Vertical","Bench","Broad.Jump","X3Cone","Shuttle"
"Hakim Akbar","S","Washington","6-0",210,4.55,NA,NA,NA,NA,NA
"Brian Allen","OLB","Florida State","6-0",238,4.65,NA,25,NA,NA,NA
"David Allen","RB","Kansas State","5-9",194,4.62,31,15,111,NA,NA
"Matt Allen","P","Troy","6-3",246,NA,NA,NA,NA,NA,NA
"Will Allen","CB","Syracuse","5-10",192,4.44,39.5,14,121,6.78,3.9
"Scotty Anderson","WR","Grambling State","6-2",184,4.57,34.5,NA,115,NA,NA
"Adam Archuleta","S","Arizona State","6-0",211,4.46,NA,31,NA,NA,NA
"Tom Ashworth","OG","Colorado","6-6",293,5.11,33.5,20,109,7.4,4.3
"Billy Baber","TE","Virginia","6-4",255,4.76,33,22,106,7.12,4.19
"Jeff Backus","OT","Michigan","6-5",310,5.37,27,25,99,8.27,4.67
"Rodney Bailey","DE","Ohio State","6-3",283,5.1,NA,NA,NA,NA,NA
"Jason Baker","P","Iowa","6-1",198,NA,NA,NA,NA,NA,NA
"Alex Bannister","WR","East. Kentucky","6-5",201,4.47,30.5,NA,110,NA,NA
"Kevan Barlow","RB","Pittsburgh","6-1",235,4.56,NA,NA,NA,NA,NA
"Idrees Bashir","S","Memphis","6-2",206,4.56,40,22,126,7.14,4.2
"Gary Baxter","CB","Baylor","6-2",204,4.53,37.5,NA,122,7.39,4.21
"Jonathan Beasley","QB","Kansas State","6-0",227,4.85,29.5,NA,102,7.55,4.38
"Monty Beisel","DE","Kansas State","6-4",270,4.83,34.5,25,110,7.32,4.28
"Kendrell Bell","ILB","Georgia","6-1",234,4.64,38.5,24,124,7.25,4.5
"Marcus Bell","DT","Memphis","6-1",319,5.32,NA,17,98,8.07,4.71
"Michael Bennett","RB","Wisconsin","5-9",207,4.38,39.5,13,130,NA,NA
"Eddie Berlin","WR","New Mexico","5-11",191,4.43,39.5,NA,122,6.78,4.08
"Cory Bird","S","Virginia Tech","5-10",217,4.6,NA,22,NA,NA,NA
"Darvell Bivens","FB","NW State (LA)","5-10",255,4.97,33.5,32,108,7.81,4.38
"Randy Black","S","UNLV","6-0",205,4.74,35.5,NA,115,7.14,4.2
"Harold Blackmon","CB","Northwestern","5-11",210,4.54,37,17,121,7.03,4.28
"Willie Blade","DT","Mississippi State","6-3",316,4.93,NA,NA,NA,NA,NA
"Al Blades","S","Miami (FL)","6-1",209,4.56,NA,NA,NA,NA,NA
"Derrick Blaylock","RB","Stephen F. Austin","5-10",194,4.36,35.5,18,119,7.05,4.09
"David Bobo","OG","TCU","6-4",290,5.28,31,19,106,7.81,4.89
"Fred Booker","CB","LSU","5-9",193,4.65,NA,NA,NA,NA,NA
"Josh Booty","QB","LSU","6-2",221,4.9,29.5,NA,105,7.54,4.48
"Jarvis Borum","OG","North Carolina State","6-7",332,5.05,30.5,25,107,8.08,4.83
"Kyle Vanden Bosch","DE","Nebraska","6-4",270,4.75,36.5,26,119,6.82,4.08
"James Boyd","S","Penn State","5-11",207,4.59,32.5,NA,117,7.29,4.24
"Roylin Bradley","OLB","Texas A&M","6-1",243,4.67,34,19,116,7.16,4.28
"Drew Brees","QB","Purdue","6-0",213,4.83,32,NA,105,7.09,4.21
"Sean Brewer","TE","San Jose State","6-4",255,4.73,36,14,117,7.37,4.18
"Chris Brown","OT","Georgia Tech","6-5",329,5.33,NA,30,NA,NA,NA
"Corey Brown","WR","Tulsa","6-0",202,4.63,39.5,NA,126,NA,NA
"Kenny Bryant","CB","Jackson State","5-11",190,4.65,37.5,10,117,7.5,4.15
"Correll Buckhalter","RB","Nebraska","6-0",226,4.53,40,11,123,7.08,4.06
"Derrick Burgess","DE","Mississippi","6-2",264,4.92,40,24,125,7.85,NA
"Adrian Burnette","WR","Tulane","5-10",191,4.63,NA,NA,NA,NA,NA
"Jerametrius Butler","CB","Kansas State","5-10",173,4.57,36,11,121,7.22,4.4
"Cecil Caldwell","DT","South Carolina","6-1",268,4.93,NA,NA,NA,NA,NA
"John Capel","WR","Florida","5-11",177,4.39,36.5,NA,126,NA,NA
"Terrence Carroll","S","Oregon State","6-0",212,4.63,NA,NA,NA,NA,NA
"Elliott Carson","TE","Vanderbilt","6-4",246,4.9,36,16,115,7.52,4.21
"Robert Carswell","S","Clemson","6-0",214,4.59,34,21,106,7.14,4.18
"Andre Carter","DE","California","6-4",249,4.84,38.5,20,132,NA,4.24
"Quincy Carter","QB","Georgia","6-2",225,4.58,35.5,NA,113,7.12,4.12
"Quinton Caver","ILB","Arkansas","6-4",227,4.67,37.5,23,118,7.66,4.25
"Derrick Chambers","DT","Florida","6-4",299,4.98,NA,32,NA,NA,NA
"Chris Chambers","WR","Wisconsin","6-0",210,4.33,45,NA,134,NA,4
"Jeff Chaney","RB","Florida State","5-11",193,4.46,NA,NA,NA,NA,NA
"Jeff Chase","OG","Texas A&M-Kingsville","6-3",303,5.25,NA,27,NA,NA,NA
"Patrick Chukwurah","OLB","Wyoming","6-2",238,4.77,40,24,119,7.34,4.21
"Kenny Clark","WR","Central Florida","6-1",225,4.59,35.5,NA,121,NA,NA
"Nate Clements","CB","Ohio State","5-11",209,4.38,NA,NA,NA,NA,NA
"Tay Cody","CB","Florida State","5-9",181,4.55,NA,11,NA,NA,NA
"Justin Coleman","QB","Nebraska-Kearney","6-4",238,5.22,29.5,NA,101,7.78,4.62
"Derek Combs","RB","Ohio State","6-0",193,4.42,35,8,120,6.96,4.07
"Jameel Cook","FB","Illinois","5-10",226,4.8,29.5,17,108,7.55,4.38
"Chris Cooper","DE","Nebraska-Omaha","6-5",272,4.95,35.5,24,114,7.12,4.21
"Jarrod Cooper","S","Kansas State","6-0",222,4.45,41.5,NA,130,6.87,3.9
"Dave Costa","OG","Wisconsin","6-6",305,5.34,NA,17,NA,NA,NA
"Rodney Crayton","CB","Auburn","5-8",178,4.6,35.5,13,118,7.25,4.4
"Rick Crowell","OLB","Colorado State","6-3",242,5.03,31.5,19,109,7.54,4.35
"Corey Crume","RB","East. Kentucky","5-11",225,4.76,37,15,115,7.36,4.32
"Alge Crumpler","TE","North Carolina","6-2",266,4.76,34,22,112,7.38,4.43
"Will Cuthbert","OG","Alabama","6-5",318,5.53,24.5,17,91,8.84,5.06
"Ronney Daniels","WR","Auburn","6-1",212,4.61,34.5,NA,118,NA,NA
"Leonard Davis","OT","Texas","6-6",370,5.32,28,33,97,8.72,5.18
"Ennis Davis","DT","USC","6-4",302,5.1,27.5,23,99,7.98,4.87
"Rick DeMulling","OG","Idaho","6-4",307,5.24,31.5,32,108,7.62,4.6
"Anthony Denman","ILB","Notre Dame","6-1",239,4.76,NA,NA,NA,NA,NA
"Ryan Diem","OT","Northern Illinois","6-7",338,5.13,34,NA,102,7.5,4.46
"Tony Dixon","S","Alabama","6-1",213,4.63,37,17,117,7.38,NA
"Jason Doering","S","Wisconsin","5-11",202,4.73,NA,NA,NA,7.07,4.12
"Char-Ron Dorsey","OT","Florida State","6-6",348,5.99,NA,16,NA,NA,NA
"Eric Downing","DT","Syracuse","6-3",302,5.23,NA,27,NA,NA,NA
"Shawn Draper","OG","Alabama","6-3",303,5.3,32,17,106,8.1,4.77
"Patrick Dyson","CB","Utah","5-11",192,4.55,31.5,NA,114,NA,NA
"Andre Dyson","CB","Utah","5-10",179,4.4,NA,NA,119,NA,NA
"Nijrell Eason","CB","Arizona State","6-1",201,4.59,34.5,19,119,NA,NA
"Ron Edwards","DT","Texas A&M","6-3",293,4.86,NA,NA,NA,NA,NA
"Heath Evans","FB","Auburn","6-0",246,4.56,34.5,30,111,7.3,4.24
"Mario Fatafehi","DT","Kansas State","6-2",295,5.29,NA,NA,NA,NA,NA
"Robert Ferguson","WR","Texas A&M","6-1",205,4.48,36.5,NA,120,7.24,4.07
"Bill Ferrario","OG","Wisconsin","6-2",314,5.3,NA,17,NA,NA,NA
"Dauntae' Finger","TE","North Carolina","6-4",262,5.09,33.5,15,103,7.95,4.59
"Jamar Fletcher","CB","Wisconsin","5-9",180,4.48,NA,NA,NA,NA,NA
"Richmond Flowers","WR","Tenn-Chattanooga","5-11",195,4.55,35.5,NA,114,6.98,3.96
"Kynan Forney","OG","Hawaii","6-2",312,5.28,27,23,97,8.56,4.7
"Shawn Forte","S","Maryland","6-1",204,4.54,NA,20,NA,NA,NA
"Curtis Fuller","S","TCU","5-10",186,4.45,36,18,114,7.2,4.21
"Setema Gali","DE","BYU","6-4",251,4.88,NA,NA,NA,NA,NA
"Mike Gandy","OG","Notre Dame","6-4",305,5.2,30.5,NA,103,8.03,4.71
"Rod Gardner","WR","Clemson","6-2",219,4.48,NA,NA,NA,NA,NA
"Randy Garner","DE","Arkansas","6-4",277,4.77,NA,NA,NA,NA,NA
"Roberto Garza","C","Texas A&M-Kingsville","6-2",303,5,32.5,37,114,7.71,4.53
"Reggie Germany","WR","Ohio State","6-1",183,4.39,NA,NA,NA,NA,NA
"Derrick Gibson","S","Florida State","6-2",218,4.45,NA,17,NA,NA,NA
"Jason Glenn","OLB","Texas A&M","6-1",236,4.94,36,14,115,7.16,4.31
"Kenneth Grant","CB","Kentucky","5-10",204,4.53,39,NA,115,7.15,4.34
"DeLawrence Grant","DE","Oregon State","6-3",280,4.77,NA,NA,NA,NA,NA
"Javon Green","WR","Colorado","6-1",211,4.73,35.5,NA,113,7.41,4.34
"Morlon Greenwood","OLB","Syracuse","6-0",237,4.69,33.5,21,112,7.62,4.08
"Shane Griggs","QB","Michigan","6-4",199,4.83,NA,NA,NA,NA,NA
"Latef Grim","WR","Pittsburgh","5-11",188,4.6,NA,NA,111,7.27,4.33
"Daniel Guy","WR","Jackson State","6-2",211,4.61,38.5,NA,125,7.35,4.29
"Adam Haayer","OG","Minnesota","6-6",298,5.3,NA,23,NA,NA,NA
"Corey Hall","S","Appalachian State","6-3",198,4.5,36.5,14,127,NA,NA
"Ben Hamilton","C","Minnesota","6-5",303,5.26,33.5,17,106,7.62,4.62
"Casey Hampton","DT","Texas","6-1",314,5.25,NA,34,NA,NA,NA
"Antoine Harris","TE","Louisville","6-3",260,4.93,NA,11,NA,NA,NA
"Nick Harris","P","California","6-2",221,NA,NA,NA,NA,NA,NA
"Shaunard Harts","S","Boise State","6-0",200,4.56,34.5,12,119,7.14,NA
"Edgerton Hartwell","ILB","West. Illinois","6-1",250,4.86,36.5,18,114,7.64,4.56
"Tim Hasselbeck","QB","Boston Col.","6-1",211,4.83,33,NA,113,7.27,4.4
"Reggie Hayward","DE","Iowa State","6-5",255,4.91,41,21,127,7.43,4.43
"Todd Heap","TE","Arizona State","6-5",252,4.68,NA,NA,NA,NA,NA
"Jamie Henderson","CB","Georgia","6-1",202,4.48,40.5,10,125,6.9,4.12
"Anthony Henry","CB","South Florida","6-1",198,4.6,41,15,126,6.9,4.2
"Travis Henry","RB","Tennessee","5-9",223,4.61,NA,23,NA,NA,NA
"Anthony Herron","DE","Iowa","6-3",280,5.16,36,26,114,7.58,4.43
"Josh Heupel","QB","Oklahoma","6-2",215,4.85,37.5,NA,114,7.18,4.15
"Renaldo Hill","CB","Michigan State","5-11",178,4.68,35.5,10,116,7.07,4.18
"Russ Hochstein","OG","Nebraska","6-3",300,5.4,26.5,16,95,7.85,4.69
"Sedrick Hodge","OLB","North Carolina","6-4",244,4.49,32,21,120,NA,4.09
"Paul Hogan","C","Alabama","6-3",290,5.5,29,26,102,7.78,4.54
"Jabari Holloway","TE","Notre Dame","6-2",253,4.91,38.5,20,113,7.14,4.4
"Menson Holloway","DE","Texas-El Paso","6-2",284,4.9,34.5,19,111,7.54,4.43
"Rashad Holman","CB","Louisville","5-11",186,4.58,42,6,129,7.09,3.85
"Derek Homer","RB","Kentucky","5-8",194,4.6,32.5,NA,113,7.24,4.3
"Margin Hooks","WR","BYU","5-11",191,4.5,36,NA,116,7.08,4.18
"Willie Howard","DT","Stanford","6-3",295,4.94,NA,23,NA,NA,NA
"John Howell","S","Colorado State","6-0",204,4.64,37,14,121,6.87,4.12
"Orlando Huff","OLB","Fresno State","6-2",245,4.7,NA,16,NA,NA,NA
"Steve Hutchinson","OG","Michigan","6-5",315,5.15,33.5,31,106,NA,4.74
"Khori Ivy","WR","West Virginia","6-2",195,4.64,NA,NA,NA,NA,NA
"Arnold Jackson","WR","Louisville","5-8",167,4.48,41,NA,127,7.42,4.11
"James Jackson","RB","Miami (FL)","5-10",210,4.55,NA,NA,NA,NA,NA
"William James","CB","West. Illinois","6-0",197,4.51,38.5,13,120,NA,NA
"Cedric James","WR","TCU","6-2",204,4.49,43,NA,134,NA,NA
"Michael Jameson","S","Texas A&M","5-11",186,4.5,34.5,9,118,7.13,4.2
"Ortege Jenkins","QB","Arizona","6-1",234,4.82,34.5,NA,108,7.32,4.4
"Kris Jenkins","DT","Maryland","6-5",318,5.19,31,33,108,7.85,4.4
"Jonas Jennings","OT","Georgia","6-4",334,5.31,29.5,31,102,8.08,4.93
"Ligarius Jennings","CB","Tennessee State","5-9",202,4.67,34,11,120,7.07,4.03
"Sly Johnson","WR","Miami (OH)","5-9",181,4.61,35.5,NA,115,NA,NA
"Jevaris Johnson","TE","Georgia","6-5",257,4.9,NA,NA,NA,NA,NA
"Chad Johnson","WR","Oregon State","6-1",192,4.57,33,NA,108,7.51,4.14
"Rudi Johnson","RB","Auburn","5-10",227,4.57,37.5,24,119,7.32,4.22
"Kenyatta Jones","OT","South Florida","6-3",308,5.01,NA,31,NA,NA,NA
"Kevin Jordan","OG","Fresno State","6-5",308,5.07,31.5,20,112,NA,4.95
"Lamont Jordan","RB","Maryland","5-10",234,4.57,NA,24,NA,NA,NA
"Bhawoh Jue","CB","Penn State","6-0",199,4.54,34.5,NA,113,7.21,4.27
"Kevin Kasper","WR","Iowa","6-0",199,4.42,43.5,NA,126,6.56,3.73
"Michael Keathley","OG","TCU","6-4",308,5.24,32.5,28,NA,NA,NA
"Rod Kelly","DE","Northeastern State","6-5",254,4.93,28.5,20,114,7.93,4.55
"Eric Kelly","CB","Kentucky","5-10",199,4.46,36,15,120,7.24,4.18
"Robert Kilow","WR","Arkansas State","5-10",171,4.44,NA,NA,NA,NA,NA
"Andre King","WR","Miami (FL)","6-0",199,4.61,NA,NA,NA,NA,NA
"Dave Klemic","WR","Northeastern (MA)","5-11",188,4.37,36.5,NA,116,NA,NA
"Ross Kolodziej","DE","Wisconsin","6-3",290,4.87,34.5,25,111,7.37,4.36
"Justin Kurpeikis","DE","Penn State","6-3",252,4.97,31.5,22,118,6.82,4.1
"George Layne","FB","TCU","5-11",242,4.59,32,NA,115,7.08,4.19
"David Leaverton","P","Tennessee","6-3",211,NA,NA,NA,NA,NA,NA
"Matt Lehr","OG","Virginia Tech","6-2",290,5.28,31.5,28,111,7.59,4.44
"Cleo Lemon","QB","Arkansas State","6-2",226,4.87,35.5,NA,106,7.33,4.27
"Damione Lewis","DT","Miami (FL)","6-3",293,4.9,NA,22,NA,NA,NA
"Victor Leyva","OG","Arizona State","6-3",313,5.33,30,37,105,8,4.73
"Matt Light","OT","Purdue","6-5",311,5.29,NA,26,NA,7.84,4.49
"Alex Lincoln","ILB","Auburn","6-0",251,4.77,35,22,111,NA,NA
"DeAngelo Lloyd","DE","Tennessee","6-5",264,4.88,NA,15,NA,NA,NA
"Arther Love","TE","South Carolina State","6-4",236,4.75,36,24,NA,NA,NA
"Ken Lucas","CB","Mississippi","6-0",200,4.45,NA,NA,NA,NA,NA
"LaShaun Mack","C","Norfolk State","6-3",299,5.56,26.5,17,92,8.59,4.99
"Brandon Manumaleuna","TE","Arizona","6-2",275,4.99,30,NA,106,7.49,4.26
"Torrance Marshall","ILB","Oklahoma","6-2",249,4.7,NA,NA,NA,NA,NA
"David Martin","WR","Tennessee","6-4",242,4.76,NA,NA,NA,NA,NA
"Shaun Mason","OG","Michigan State","6-5",302,5.49,NA,NA,NA,NA,NA
"Deuce McAllister","RB","Mississippi","6-1",222,4.41,NA,NA,NA,NA,NA
"Brent McCaffrey","OG","USC","6-4",282,5.2,NA,NA,NA,NA,NA
"Justin McCareins","WR","Northern Illinois","6-2",209,4.51,41,NA,129,7.06,3.99
"Dustin McClintock","FB","Alabama","6-1",259,5.31,30,7,105,8.1,4.58
"Quentin McCord","WR","Kentucky","5-10",191,4.48,36.5,NA,112,7.17,4.18
"Marlon McCree","S","Kentucky","5-11",197,4.62,38,10,117,7.36,4.1
"Jeff McCurley","C","Pittsburgh","6-4",280,5.25,NA,NA,NA,NA,NA
"Kareem McKenzie","OT","Penn State","6-6",328,5.33,33,20,104,7.87,4.8
"Mike McMahon","QB","Rutgers","6-2",207,4.57,37.5,NA,124,7.12,4.12
"Shad Meier","TE","Kansas State","6-5",256,4.85,34,20,113,7.14,4.15
"Willie Middlebrooks","CB","Minnesota","6-2",200,4.5,NA,17,NA,NA,NA
"Romaro Miller","QB","Mississippi","6-0",205,4.61,35,NA,110,7.4,4.51
"Shawn Mills","WR","Southern Miss","6-0",180,4.51,34.5,NA,116,7.12,4.15
"Snoop Minnis","WR","Florida State","6-1",171,4.57,37.5,NA,115,7.06,4.07
"Travis Minor","RB","Florida State","5-10",197,4.44,32,9,115,NA,NA
"Dwayne Missouri","DE","Northwestern","6-5",258,5.03,38,21,116,7.5,4.4
"Hodges Mitchell","RB","Texas","5-7",180,4.53,NA,NA,NA,NA,NA
"Freddie Mitchell","WR","UCLA","5-11",185,4.46,39.5,NA,120,6.95,4.06
"Mario Monds","DT","Cincinnati","6-3",342,5.04,28.5,NA,99,8.06,4.73
"Keon Moore","CB","Southern Miss","5-11",193,4.56,37.5,10,119,7.06,4.2
"Zeke Moreno","ILB","USC","6-2",248,4.76,NA,24,NA,7.1,4.31
"Dan Morgan","ILB","Miami (FL)","6-2",240,4.54,NA,NA,NA,NA,NA
"Quincy Morgan","WR","Kansas State","6-1",211,4.48,NA,NA,NA,NA,NA
"Santana Moss","WR","Miami (FL)","5-10",184,4.31,NA,NA,NA,NA,NA
"Leonard Myers","CB","Miami (FL)","5-10",190,4.65,37,13,120,7.21,4.16
"Brian Natkin","TE","Texas-El Paso","6-2",251,4.95,27,20,98,7.78,4.59
"Steve Neal","WR","West. Michigan","6-1",190,4.59,36,NA,119,7.18,4.19
"Carl Nesmith","S","Kansas","6-2",223,4.95,31.5,5,112,NA,NA
"Bobby Newcombe","WR","Nebraska","5-10",195,4.53,37,NA,117,6.86,3.98
"Richard Newsome","S","Michigan State","5-11",203,4.59,NA,14,NA,NA,NA
"Mathias Nkwenti","OG","Temple","6-3",293,5.57,35.5,29,113,7.66,4.18
"Dennis Norman","OG","Princeton","6-4",305,5.16,35,25,107,8.08,4.72
"Moran Norris","FB","Kansas","6-1",250,4.63,31,37,114,7.56,4.5
"Dan O'Leary","TE","Notre Dame","6-4",252,5.02,32,16,113,7.4,4.31
"Ifeanyi Ohalete","S","USC","6-2",221,4.64,NA,16,NA,NA,NA
"Chukky Okobi","C","Purdue","6-1",316,5.27,32.5,24,103,7.87,4.61
"Jesse Palmer","QB","Florida","6-2",231,4.78,35.5,NA,112,7.13,4.29
"Saul Patu","DE","Oregon","6-2",272,5.01,30.5,22,112,7.52,4.43
"Tupe Peko","C","Michigan State","6-4",300,5.36,28,NA,92,8.1,4.56
"Devonte Peterson","DE","Catawba","6-3",275,5.02,NA,31,NA,NA,NA
"Jeremiah Pharms","OLB","Washington","6-0",257,4.91,32.5,NA,106,7.37,4.53
"Ryan Pickett","DT","Ohio State","6-2",309,5.1,NA,NA,NA,NA,NA
"Vitaly Pisetsky","K","Wisconsin","5-10",232,NA,NA,NA,NA,NA,NA
"Owen Pochman","K","BYU","5-11",179,NA,NA,NA,NA,NA,NA
"Carlos Polk","ILB","Nebraska","6-2",251,4.76,NA,NA,NA,NA,NA
"Tommy Polley","OLB","Florida State","6-4",234,4.55,NA,NA,NA,NA,NA
"Nate Poole","WR","Marshall","6-1",198,4.79,32.5,NA,112,7.26,4.22
"Ryan Prince","TE","Weber State","6-4",257,4.99,31,20,102,7.65,4.45
"Casey Rabach","C","Wisconsin","6-4",298,5.23,NA,19,NA,NA,NA
"Dominic Raiola","C","Nebraska","6-2",307,5.13,33,29,108,7.55,4.35
"Ken-Yon Rambo","WR","Ohio State","6-1",196,4.34,NA,NA,NA,NA,NA
"Josh Redding","OG","Virginia Tech","6-4",317,5.47,27,31,97,7.85,4.8
"Ray Redziniak","OG","Illinois","6-3",296,5.5,27,32,92,8.17,4.77
"Jamal Reynolds","DE","Florida State","6-3",267,4.72,NA,NA,NA,NA,NA
"Jamie Rheem","K","Kansas State","6-1",192,NA,NA,NA,NA,NA,NA
"Karon Riley","DE","Minnesota","6-2",264,4.75,NA,NA,NA,NA,NA
"David Rivers","QB","West. Carolina","6-3",223,4.73,31.5,NA,115,7.37,4.2
"Marcellus Rivers","TE","Oklahoma State","6-4",247,4.84,32.5,7,113,7.04,4.25
"Mike Roberg","TE","Idaho","6-4",256,4.75,34.5,16,117,7.28,4.4
"Bernard Robertson","OG","Tulane","6-3",308,5.24,30,19,106,8.06,4.58
"Koren Robinson","WR","North Carolina State","6-1",211,4.61,NA,NA,NA,NA,NA
"Kendrick Rogers","OT","Central Missouri State","6-5",311,5.16,NA,23,NA,NA,NA
"Shaun Rogers","DT","Texas","6-4",320,5.28,NA,NA,NA,NA,NA
"Sage Rosenfels","QB","Iowa State","6-4",228,4.74,34,NA,107,7.07,4.29
"Jace Sayler","DT","Michigan State","6-5",294,5.06,31,29,105,7.81,4.59
"John Schlecht","DT","Minnesota","6-0",295,4.95,31.5,27,101,7.45,4.3
"Aaron Schobel","DE","TCU","6-4",263,4.75,38,NA,119,7.16,4.03
"Carey Scott","CB","Kentucky State","5-11",208,4.65,30,NA,113,7.52,4.18
"Cedric Scott","DE","Southern Miss","6-6",281,4.86,35.5,23,107,7.67,4.37
"Anthony Sessions","OLB","Tennessee","6-0",228,4.8,NA,19,NA,NA,NA
"Roland Seymour","DE","Florida State","6-3",250,4.75,NA,NA,NA,NA,NA
"Richard Seymour","DT","Georgia","6-6",299,4.95,NA,NA,NA,NA,NA
"Marcel Shipp","RB","Massachusetts","5-11",222,4.71,32.5,18,115,NA,NA
"Elliot Silvers","OT","Washington","6-7",348,5.43,31.5,19,99,7.81,4.66
"Rickie Simpkins","DT","Syracuse","6-3",287,5.28,29.5,NA,97,7.65,4.52
"Dwight Smith","CB","Akron","5-10",212,4.51,33.5,15,114,NA,NA
"Justin Smith","DE","Missouri","6-4",267,4.64,34,26,117,NA,NA
"Kenny Smith","DT","Alabama","6-3",299,5.24,30,NA,100,8,4.8
"Omar Smith","OG","Kentucky","6-2",293,5.33,30,21,98,NA,NA
"Steve Smith","WR","Utah","5-9",184,4.41,38.5,NA,121,7.44,4.25
"Fred Smoot","CB","Mississippi State","5-11",172,4.48,NA,NA,NA,NA,NA
"Brandon Spoon","ILB","North Carolina","6-2",245,4.75,35.5,33,110,7.3,4.15
"Markus Steele","OLB","USC","6-3",232,4.62,33,NA,119,7.15,4.5
"Kevin Stemke","P","Wisconsin","6-2",187,NA,NA,NA,NA,NA,NA
"Russell Stewart","TE","Stanford","6-4",251,4.92,28.5,17,106,7.46,4.3
"Daleroy Stewart","DT","Southern Miss","6-3",309,4.9,33,NA,110,7.75,4.72
"Tony Stewart","TE","Penn State","6-5",256,4.96,35.5,NA,109,7.3,4.4
"Kris Stockton","K","Texas","5-9",189,NA,NA,NA,NA,NA,NA
"Michael Stone","CB","Memphis","5-11",191,4.51,41,17,127,NA,NA
"Marcus Stroud","DT","Georgia","6-6",321,5.13,30,21,110,8.07,4.72
"Tim Stuber","OG","Colorado State","6-5",315,5.6,28,22,96,8.06,4.75
"Dan Stultz","K","Ohio State","5-11",207,NA,NA,NA,NA,NA,NA
"Alex Sulfsted","OG","Miami (OH)","6-4",312,5.3,30.5,NA,96,NA,NA
"Marques Sullivan","OT","Illinois","6-5",338,5.32,30.5,28,98,8.36,4.8
"Vinny Sutherland","WR","Purdue","5-9",192,4.48,NA,NA,NA,NA,NA
"Joe Tafoya","DE","Arizona","6-4",269,4.91,33,28,111,7.65,4.4
"Chris Taylor","WR","Texas A&M","5-11",183,4.4,35.5,NA,115,6.81,3.93
"David Terrell","WR","Michigan","6-3",213,4.43,NA,NA,NA,NA,NA
"Clevan Thomas","CB","Florida State","5-9",189,4.64,36,NA,118,7.42,4.24
"Tarlos Thomas","OT","Florida State","6-5",336,5.52,25,19,92,8.6,4.9
"Anthony Thomas","RB","Michigan","6-2",229,4.58,32.5,20,115,7.48,4.44
"LaDainian Tomlinson","RB","TCU","5-10",221,4.46,40.5,18,124,6.84,4.21
"Ja'Mar Toombs","FB","Texas A&M","6-0",281,4.72,NA,17,NA,NA,NA
"Paul Toviessi","DE","Marshall","6-6",260,4.78,33.5,NA,120,7.06,4.32
"Albert Traylor","OG","NW State (LA)","6-3",307,5.42,27,20,96,8.34,NA
"Marques Tuiasosopo","QB","Washington","6-1",223,4.71,35.5,NA,115,7.36,4.35
"T.J. Turner","ILB","Michigan State","6-3",273,4.8,NA,NA,NA,NA,NA
"Chris Valletta","OG","Texas A&M","6-3",299,5.32,33.5,18,98,7.9,4.53
"Patrick Venzke","OT","Idaho","6-6",303,5.28,34,NA,103,8.08,4.59
"Michael Vick","QB","Virginia Tech","6-0",210,4.33,NA,NA,NA,NA,NA
"Keydrick Vincent","OG","Mississippi","6-5",328,5.61,32.5,23,94,NA,NA
"Fred Wakefield","DE","Illinois","6-7",287,5.09,29,26,108,7.49,4.64
"Kenyatta Walker","OT","Florida","6-5",311,5.17,31.5,24,109,7.7,4.6
"Raymond Walls","CB","Southern Miss","5-11",176,4.51,39,NA,124,NA,4.18
"Chad Ward","OG","Washington","6-4",321,5.23,32.5,26,99,7.98,4.9
"David Warren","DE","Florida State","6-2",253,4.73,NA,21,NA,7.53,4.46
"Gerard Warren","DT","Florida","6-4",325,5,NA,NA,NA,NA,NA
"Reggie Wayne","WR","Miami (FL)","6-0",198,4.45,NA,NA,NA,NA,NA
"Chris Weinke","QB","Florida State","6-4",226,5.2,NA,NA,NA,NA,NA
"Eric Westmoreland","OLB","Tennessee","6-0",236,4.63,36.5,21,115,7.47,4.21
"Emile White","S","Houston","6-0",219,4.68,34.5,16,111,7.26,NA
"Reggie White","RB","Oklahoma State","6-0",228,4.58,37.5,17,114,7.48,4.4
"James Whitley","CB","Michigan","5-10",193,4.73,39,9,118,7.04,4.4
"Boo Williams","TE","Arkansas","6-4",237,4.72,35.5,NA,119,7.1,4.33
"Brock Williams","CB","Notre Dame","5-10",183,4.46,42.5,11,130,6.7,4.21
"Jimmy Williams","CB","Vanderbilt","5-10",188,4.58,36,NA,120,7.12,NA
"Louis Williams","OG","LSU","6-4",299,5.48,28.5,25,103,7.86,4.67
"Marcus Williams","WR","Washington State","6-5",230,4.56,41,NA,130,7.37,4.2
"Maurice Williams","OT","Michigan","6-5",304,5.2,NA,24,NA,NA,NA
"Cedrick Wilson","WR","Tennessee","5-10",179,4.48,38,NA,123,NA,NA
"Jamie Winborn","ILB","Vanderbilt","5-11",229,4.63,35.5,NA,111,NA,NA
"Brandon Winey","OT","LSU","6-6",301,5.3,NA,NA,NA,NA,NA
"Pork Chop Womack","OG","Mississippi State","6-4",345,5.51,29.5,23,97,8.78,4.96
"Shawn Worthen","DT","TCU","6-1",310,5.18,30,23,103,7.5,4.61
"Ellis Wyms","DE","Mississippi State","6-3",285,4.97,28,NA,103,7.71,4.47
"Paul Zukauskas","OG","Boston Col.","6-5",307,5.3,NA,22,NA,NA,NA
"Mike Abrams","P","Virginia","6-4",227,NA,NA,NA,NA,NA,NA
"Jonathan Adams","RB","Arkansas State","6-0",219,4.58,36.5,15,120,6.97,4.31
"P.J. Alexander","OG","Syracuse","6-4",299,5.38,29.5,NA,102,7.9,4.73
